locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHAGGBBM_00909	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
KHAGGBBM_00910	gene	942	rsmH			
KHAGGBBM_00910	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
KHAGGBBM_00911	gene	366	ftsL			
KHAGGBBM_00911	CDS	366	ftsL		COG3116	Cell division protein FtsL
KHAGGBBM_00912	gene	1767	ftsI_1			
KHAGGBBM_00912	CDS	1767	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
KHAGGBBM_00913	gene	1488	murE			
KHAGGBBM_00913	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
KHAGGBBM_00914	gene	1359	murF			
KHAGGBBM_00914	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
KHAGGBBM_00915	gene	1083	mraY			
KHAGGBBM_00915	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
KHAGGBBM_00916	gene	1317	murD			
KHAGGBBM_00916	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
KHAGGBBM_00917	gene	1275	ftsW			
KHAGGBBM_00917	CDS	1275	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
KHAGGBBM_00918	gene	1047	murG			
KHAGGBBM_00918	CDS	1047	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
KHAGGBBM_00919	gene	1476	murC			
KHAGGBBM_00919	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
KHAGGBBM_00920	gene	921	ddlB			
KHAGGBBM_00920	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
KHAGGBBM_00921	gene	831	ftsQ			
KHAGGBBM_00921	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
KHAGGBBM_00922	gene	1263	ftsA_1			
KHAGGBBM_00922	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
KHAGGBBM_00923	gene	1152	ftsZ			
KHAGGBBM_00923	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
KHAGGBBM_00924	gene	918	lpxC			
KHAGGBBM_00924	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
KHAGGBBM_00925	gene	498	secM			
KHAGGBBM_00925	CDS	498	secM			Secretion monitor
KHAGGBBM_00926	gene	2706	secA			
KHAGGBBM_00926	CDS	2706	secA		COG0653	Protein translocase subunit SecA
KHAGGBBM_00927	gene	393	mutT			
KHAGGBBM_00927	CDS	393	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
KHAGGBBM_00928	gene	195	yacG			
KHAGGBBM_00928	CDS	195	yacG		COG3024	DNA gyrase inhibitor YacG
KHAGGBBM_00929	gene	744	zapD			
KHAGGBBM_00929	CDS	744	zapD		COG4582	Cell division protein ZapD
KHAGGBBM_00930	gene	621	coaE			
KHAGGBBM_00930	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
KHAGGBBM_00931	gene	1044	guaC			
KHAGGBBM_00931	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
KHAGGBBM_00932	gene	1206	epsF_1			
KHAGGBBM_00932	CDS	1206	epsF_1		COG1459	Type II secretion system protein F
KHAGGBBM_00933	gene	1386	epsE_1			
KHAGGBBM_00933	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
KHAGGBBM_00934	gene	432				
KHAGGBBM_00934	CDS	432				hypothetical protein
KHAGGBBM_00935	gene	894	nadC			
KHAGGBBM_00935	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
KHAGGBBM_00936	gene	564	ampD			
KHAGGBBM_00936	CDS	564	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
KHAGGBBM_00937	gene	855	ampE			
KHAGGBBM_00937	CDS	855	ampE		COG3725	Protein AmpE
KHAGGBBM_00938	gene	951				
KHAGGBBM_00938	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
KHAGGBBM_00939	gene	1407	yicJ_2			
KHAGGBBM_00939	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
KHAGGBBM_00940	gene	1371	aroP_1			
KHAGGBBM_00940	CDS	1371	aroP_1		COG1113	Aromatic amino acid transport protein AroP
KHAGGBBM_00941	gene	780	pdhR			
KHAGGBBM_00941	CDS	780	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
KHAGGBBM_00942	gene	2664	aceE			
KHAGGBBM_00942	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
KHAGGBBM_00943	gene	1899	aceF			
KHAGGBBM_00943	CDS	1899	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
KHAGGBBM_00944	gene	1425	lpdA			
KHAGGBBM_00944	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
KHAGGBBM_00945	gene	285				
KHAGGBBM_00945	CDS	285				hypothetical protein
KHAGGBBM_00946	gene	807				
KHAGGBBM_00946	CDS	807				hypothetical protein
KHAGGBBM_00947	gene	1608				
KHAGGBBM_00947	CDS	1608				hypothetical protein
KHAGGBBM_00948	gene	2598	acnB			
KHAGGBBM_00948	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
KHAGGBBM_00949	gene	363				
KHAGGBBM_00949	CDS	363				hypothetical protein
KHAGGBBM_00950	gene	795	speD			
KHAGGBBM_00950	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
KHAGGBBM_00951	gene	861	speE			
KHAGGBBM_00951	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
KHAGGBBM_00952	gene	2028				
KHAGGBBM_00952	CDS	2028				hypothetical protein
KHAGGBBM_00953	gene	411				
KHAGGBBM_00953	CDS	411				hypothetical protein
KHAGGBBM_00954	gene	360				
KHAGGBBM_00954	CDS	360				hypothetical protein
KHAGGBBM_00955	gene	1599	cueO			
KHAGGBBM_00955	CDS	1599	cueO		COG2132	Blue copper oxidase CueO
KHAGGBBM_00956	gene	2391	gcd			
KHAGGBBM_00956	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
KHAGGBBM_00957	gene	537	hpt			
KHAGGBBM_00957	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
KHAGGBBM_00958	gene	663	can_2			
KHAGGBBM_00958	CDS	663	can_2	4.2.1.1	COG0288	Carbonic anhydrase 2
KHAGGBBM_00959	gene	927	yadG			
KHAGGBBM_00959	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
KHAGGBBM_00960	gene	771	yadH			
KHAGGBBM_00960	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
KHAGGBBM_00961	gene	441				
KHAGGBBM_00961	CDS	441				hypothetical protein
KHAGGBBM_00962	gene	1254				
KHAGGBBM_00962	CDS	1254				hypothetical protein
KHAGGBBM_00963	gene	381	panD			
KHAGGBBM_00963	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
KHAGGBBM_00964	gene	855	panC			
KHAGGBBM_00964	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
KHAGGBBM_00965	gene	792	panB			
KHAGGBBM_00965	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
KHAGGBBM_00966	gene	480	folK			
KHAGGBBM_00966	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
KHAGGBBM_00967	gene	1362	pcnB			
KHAGGBBM_00967	CDS	1362	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
KHAGGBBM_00968	gene	882	gluQ			
KHAGGBBM_00968	CDS	882	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
KHAGGBBM_00969	gene	456	dksA			
KHAGGBBM_00969	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
KHAGGBBM_00970	gene	717	sfsA			
KHAGGBBM_00970	CDS	717	sfsA		COG1489	Sugar fermentation stimulation protein A
KHAGGBBM_00971	gene	537	thpR			
KHAGGBBM_00971	CDS	537	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
KHAGGBBM_00972	gene	2430	hrpB			
KHAGGBBM_00972	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
KHAGGBBM_00973	gene	801	outO			
KHAGGBBM_00973	CDS	801	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
KHAGGBBM_00974	gene	747	outN			
KHAGGBBM_00974	CDS	747	outN			Type II secretion system protein N
KHAGGBBM_00975	gene	486	epsM			
KHAGGBBM_00975	CDS	486	epsM		COG3149	Type II secretion system protein M
KHAGGBBM_00976	gene	1215	epsL			
KHAGGBBM_00976	CDS	1215	epsL		COG3297	Type II secretion system protein L
KHAGGBBM_00977	gene	987	gspK			
KHAGGBBM_00977	CDS	987	gspK		COG3156	Putative type II secretion system protein K
KHAGGBBM_00978	gene	597	xcpW			
KHAGGBBM_00978	CDS	597	xcpW		COG4795	Type II secretion system protein J
KHAGGBBM_00979	gene	366				
KHAGGBBM_00979	CDS	366				hypothetical protein
KHAGGBBM_00980	gene	516	gspH			
KHAGGBBM_00980	CDS	516	gspH		COG2165	Putative type II secretion system protein H
KHAGGBBM_00981	gene	423	pulG			
KHAGGBBM_00981	CDS	423	pulG			Type II secretion system protein G
KHAGGBBM_00982	gene	1215	epsF_2			
KHAGGBBM_00982	CDS	1215	epsF_2		COG1459	Type II secretion system protein F
KHAGGBBM_00983	gene	1494	epsE_2			
KHAGGBBM_00983	CDS	1494	epsE_2		COG2804	Type II secretion system protein E
KHAGGBBM_00984	gene	1956	pulD			
KHAGGBBM_00984	CDS	1956	pulD			Secretin PulD
KHAGGBBM_00985	gene	843	outC			
KHAGGBBM_00985	CDS	843	outC		COG3031	Type II secretion system protein C
KHAGGBBM_00986	gene	3309	pulA			
KHAGGBBM_00986	CDS	3309	pulA	3.2.1.41		Pullulanase
KHAGGBBM_00987	gene	558				
KHAGGBBM_00987	CDS	558				hypothetical protein
KHAGGBBM_00988	gene	2553	mrcB			
KHAGGBBM_00988	CDS	2553	mrcB		COG0744	Penicillin-binding protein 1B
KHAGGBBM_00989	gene	270	fhuA_1			
KHAGGBBM_00989	CDS	270	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
KHAGGBBM_00990	gene	1929	fhuA_2			
KHAGGBBM_00990	CDS	1929	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
KHAGGBBM_00991	gene	798	fhuC_1			
KHAGGBBM_00991	CDS	798	fhuC_1	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
KHAGGBBM_00992	gene	891	fhuD			
KHAGGBBM_00992	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
KHAGGBBM_00993	gene	1983	fhuB			
KHAGGBBM_00993	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
KHAGGBBM_00994	gene	1281	hemL			
KHAGGBBM_00994	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
KHAGGBBM_00995	gene	1512	clcA			
KHAGGBBM_00995	CDS	1512	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
KHAGGBBM_00996	gene	345	erpA			
KHAGGBBM_00996	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
KHAGGBBM_00997	gene	624				
KHAGGBBM_00997	CDS	624				hypothetical protein
KHAGGBBM_00998	gene	801	btuF_1			
KHAGGBBM_00998	CDS	801	btuF_1		COG0614	Vitamin B12-binding protein
KHAGGBBM_00999	gene	699	mtnN			
KHAGGBBM_00999	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
KHAGGBBM_01000	gene	1515	dgt			
KHAGGBBM_01000	CDS	1515	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
KHAGGBBM_01001	gene	1434	degP			
KHAGGBBM_01001	CDS	1434	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
KHAGGBBM_01002	gene	1212	cdaR_1			
KHAGGBBM_01002	CDS	1212	cdaR_1		COG3835	Carbohydrate diacid regulator
KHAGGBBM_01003	gene	387				
KHAGGBBM_01003	CDS	387				hypothetical protein
KHAGGBBM_01004	gene	825	dapD			
KHAGGBBM_01004	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
KHAGGBBM_01005	gene	2664	glnD			
KHAGGBBM_01005	CDS	2664	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
KHAGGBBM_01006	gene	795	map_1			
KHAGGBBM_01006	CDS	795	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
KHAGGBBM_01007	gene	726	rpsB			
KHAGGBBM_01007	CDS	726	rpsB		COG0052	30S ribosomal protein S2
KHAGGBBM_01008	gene	852	tsf			
KHAGGBBM_01008	CDS	852	tsf		COG0264	Elongation factor Ts
KHAGGBBM_01009	gene	726	pyrH			
KHAGGBBM_01009	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
KHAGGBBM_01010	gene	558	frr			
KHAGGBBM_01010	CDS	558	frr		COG0233	Ribosome-recycling factor
KHAGGBBM_01011	gene	1203	dxr			
KHAGGBBM_01011	CDS	1203	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
KHAGGBBM_01012	gene	759	ispU			
KHAGGBBM_01012	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
KHAGGBBM_01013	gene	783	cdsA			
KHAGGBBM_01013	CDS	783	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
KHAGGBBM_01014	gene	1353	rseP			
KHAGGBBM_01014	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
KHAGGBBM_01015	gene	2430	bamA_2			
KHAGGBBM_01015	CDS	2430	bamA_2		COG4775	Outer membrane protein assembly factor BamA
KHAGGBBM_01016	gene	486	skp			
KHAGGBBM_01016	CDS	486	skp		COG2825	Chaperone protein Skp
KHAGGBBM_01017	gene	1026	lpxD_2			
KHAGGBBM_01017	CDS	1026	lpxD_2	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
KHAGGBBM_01018	gene	456	fabZ			
KHAGGBBM_01018	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
KHAGGBBM_01019	gene	789	lpxA			
KHAGGBBM_01019	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
KHAGGBBM_01020	gene	1152	lpxB			
KHAGGBBM_01020	CDS	1152	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
KHAGGBBM_01021	gene	600	rnhB			
KHAGGBBM_01021	CDS	600	rnhB	3.1.26.4	COG0164	Ribonuclease HII
KHAGGBBM_01022	gene	3483	dnaE			
KHAGGBBM_01022	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KHAGGBBM_01023	gene	960	accA			
KHAGGBBM_01023	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
KHAGGBBM_01024	gene	2190	ldcC			
KHAGGBBM_01024	CDS	2190	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
KHAGGBBM_01025	gene	390				
KHAGGBBM_01025	CDS	390				hypothetical protein
KHAGGBBM_01026	gene	1314	tilS			
KHAGGBBM_01026	CDS	1314	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
KHAGGBBM_01027	gene	261	rof			
KHAGGBBM_01027	CDS	261	rof		COG4568	Protein rof
KHAGGBBM_01028	gene	201				
KHAGGBBM_01028	CDS	201				hypothetical protein
KHAGGBBM_01029	gene	546	yaeQ			
KHAGGBBM_01029	CDS	546	yaeQ		COG4681	putative protein YaeQ
KHAGGBBM_01030	gene	414	arfB			
KHAGGBBM_01030	CDS	414	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
KHAGGBBM_01031	gene	699	nlpE			
KHAGGBBM_01031	CDS	699	nlpE		COG3015	Lipoprotein NlpE
KHAGGBBM_01032	gene	843				
KHAGGBBM_01032	CDS	843				hypothetical protein
KHAGGBBM_01033	gene	1719	proS			
KHAGGBBM_01033	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
KHAGGBBM_01034	gene	708	trmO			
KHAGGBBM_01034	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
KHAGGBBM_01035	gene	408	rcsF			
KHAGGBBM_01035	CDS	408	rcsF			Outer membrane lipoprotein RcsF
KHAGGBBM_01036	gene	816	metQ_1			
KHAGGBBM_01036	CDS	816	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
KHAGGBBM_01037	gene	654	metI_1			
KHAGGBBM_01037	CDS	654	metI_1		COG2011	D-methionine transport system permease protein MetI
KHAGGBBM_01038	gene	1032	metN_1			
KHAGGBBM_01038	CDS	1032	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
KHAGGBBM_01039	gene	567	gmhB			
KHAGGBBM_01039	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
KHAGGBBM_01040	gene	1536				
KHAGGBBM_01040	rRNA	1536				16S ribosomal RNA
KHAGGBBM_01041	gene	77				
KHAGGBBM_01041	tRNA	77				tRNA-Ile(gat)
KHAGGBBM_01042	gene	76				
KHAGGBBM_01042	tRNA	76				tRNA-Ala(tgc)
KHAGGBBM_01043	gene	2899				
KHAGGBBM_01043	rRNA	2899				23S ribosomal RNA
KHAGGBBM_01044	gene	111				
KHAGGBBM_01044	rRNA	111				5S ribosomal RNA
KHAGGBBM_01045	gene	77				
KHAGGBBM_01045	tRNA	77				tRNA-Asp(gtc)
KHAGGBBM_01046	gene	804	dkgB			
KHAGGBBM_01046	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
KHAGGBBM_01047	gene	906	dmlR_3			
KHAGGBBM_01047	CDS	906	dmlR_3			HTH-type transcriptional regulator DmlR
KHAGGBBM_01048	gene	456	ydhP_1			
KHAGGBBM_01048	CDS	456	ydhP_1		COG2814	Inner membrane transport protein YdhP
KHAGGBBM_01049	gene	690	pbuE			
KHAGGBBM_01049	CDS	690	pbuE		COG2814	Purine efflux pump PbuE
KHAGGBBM_01050	gene	807				
KHAGGBBM_01050	CDS	807				hypothetical protein
KHAGGBBM_01051	gene	771	ycgJ			
KHAGGBBM_01051	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
KHAGGBBM_01052	gene	1155	mltD			
KHAGGBBM_01052	CDS	1155	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
KHAGGBBM_01053	gene	756	gloB			
KHAGGBBM_01053	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
KHAGGBBM_01054	gene	723				
KHAGGBBM_01054	CDS	723				hypothetical protein
KHAGGBBM_01055	gene	468	rnhA			
KHAGGBBM_01055	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
KHAGGBBM_01056	gene	741	dnaQ			
KHAGGBBM_01056	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
KHAGGBBM_01057	gene	77				
KHAGGBBM_01057	tRNA	77				tRNA-Asp(gtc)
KHAGGBBM_01058	gene	882	cmpR_1			
KHAGGBBM_01058	CDS	882	cmpR_1			HTH-type transcriptional activator CmpR
KHAGGBBM_01059	gene	591	eamB			
KHAGGBBM_01059	CDS	591	eamB		COG1280	Cysteine/O-acetylserine efflux protein
KHAGGBBM_01060	gene	771	yafV			
KHAGGBBM_01060	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
KHAGGBBM_01061	gene	2445	fadE			
KHAGGBBM_01061	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
KHAGGBBM_01062	gene	582	gmhA			
KHAGGBBM_01062	CDS	582	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
KHAGGBBM_01063	gene	768	yafJ			
KHAGGBBM_01063	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
KHAGGBBM_01064	gene	741				
KHAGGBBM_01064	CDS	741				hypothetical protein
KHAGGBBM_01065	gene	1344	nqrA			
KHAGGBBM_01065	CDS	1344	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
KHAGGBBM_01066	gene	1239	nqrB			
KHAGGBBM_01066	CDS	1239	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
KHAGGBBM_01067	gene	795	nqrC			
KHAGGBBM_01067	CDS	795	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
KHAGGBBM_01068	gene	639	nqrD			
KHAGGBBM_01068	CDS	639	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
KHAGGBBM_01069	gene	597	nqrE			
KHAGGBBM_01069	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
KHAGGBBM_01070	gene	1224	nqrF			
KHAGGBBM_01070	CDS	1224	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
KHAGGBBM_01071	gene	216				
KHAGGBBM_01071	CDS	216				hypothetical protein
KHAGGBBM_01072	gene	861				
KHAGGBBM_01072	CDS	861			COG0584	putative protein
KHAGGBBM_01073	gene	1056	dinB			
KHAGGBBM_01073	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
KHAGGBBM_01074	gene	453	yafP_1			
KHAGGBBM_01074	CDS	453	yafP_1	2.3.1.-	COG0454	putative N-acetyltransferase YafP
KHAGGBBM_01075	gene	1458	pepD			
KHAGGBBM_01075	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
KHAGGBBM_01076	gene	459	gpt			
KHAGGBBM_01076	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
KHAGGBBM_01077	gene	1245				
KHAGGBBM_01077	CDS	1245				hypothetical protein
KHAGGBBM_01078	gene	399	crl			
KHAGGBBM_01078	CDS	399	crl			Sigma factor-binding protein Crl
KHAGGBBM_01079	gene	693	glaR			
KHAGGBBM_01079	CDS	693	glaR		COG1802	HTH-type transcriptional repressor GlaR
KHAGGBBM_01080	gene	1401	gabP			
KHAGGBBM_01080	CDS	1401	gabP		COG1113	GABA permease
KHAGGBBM_01081	gene	1284	gabT			
KHAGGBBM_01081	CDS	1284	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
KHAGGBBM_01082	gene	1449	gabD_1			
KHAGGBBM_01082	CDS	1449	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
KHAGGBBM_01083	gene	1269	lhgD			
KHAGGBBM_01083	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
KHAGGBBM_01084	gene	978	glaH			
KHAGGBBM_01084	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
KHAGGBBM_01085	gene	258				
KHAGGBBM_01085	CDS	258				hypothetical protein
KHAGGBBM_01086	gene	750	yjhP			
KHAGGBBM_01086	CDS	750	yjhP			putative protein YjhP
KHAGGBBM_01087	gene	639	gstB_1			
KHAGGBBM_01087	CDS	639	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
KHAGGBBM_01088	gene	1263	gatC			
KHAGGBBM_01088	CDS	1263	gatC		COG3775	PTS system galactitol-specific EIIC component
KHAGGBBM_01089	gene	996				
KHAGGBBM_01089	CDS	996		1.17.1.9		Formate dehydrogenase, mitochondrial
KHAGGBBM_01090	gene	762	fabG_1			
KHAGGBBM_01090	CDS	762	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KHAGGBBM_01091	gene	1539	lyx_1			
KHAGGBBM_01091	CDS	1539	lyx_1	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
KHAGGBBM_01092	gene	552	glpP			
KHAGGBBM_01092	CDS	552	glpP		COG1954	Glycerol uptake operon antiterminator regulatory protein
KHAGGBBM_01093	gene	792	lsrF_1			
KHAGGBBM_01093	CDS	792	lsrF_1	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
KHAGGBBM_01094	gene	252				
KHAGGBBM_01094	CDS	252				hypothetical protein
KHAGGBBM_01095	gene	1398	lpd			
KHAGGBBM_01095	CDS	1398	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
KHAGGBBM_01096	gene	1536	pdhC			
KHAGGBBM_01096	CDS	1536	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
KHAGGBBM_01097	gene	1020	acoB			
KHAGGBBM_01097	CDS	1020	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
KHAGGBBM_01098	gene	960	acoA			
KHAGGBBM_01098	CDS	960	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
KHAGGBBM_01099	gene	2766	pknK			
KHAGGBBM_01099	CDS	2766	pknK	2.7.11.1	COG2909	Serine/threonine-protein kinase PknK
KHAGGBBM_01100	gene	258				
KHAGGBBM_01100	CDS	258				IS3 family transposase ISEhe3
KHAGGBBM_01101	gene	2190				
KHAGGBBM_01101	CDS	2190				hypothetical protein
KHAGGBBM_01102	gene	744				
KHAGGBBM_01102	CDS	744				hypothetical protein
KHAGGBBM_01103	gene	1683				
KHAGGBBM_01103	CDS	1683				hypothetical protein
KHAGGBBM_01104	gene	3243				
KHAGGBBM_01104	CDS	3243				hypothetical protein
KHAGGBBM_01105	gene	76				
KHAGGBBM_01105	tRNA	76				tRNA-Thr(cgt)
KHAGGBBM_01106	gene	1254	proA_1			
KHAGGBBM_01106	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
KHAGGBBM_01107	gene	1104	proB			
KHAGGBBM_01107	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
KHAGGBBM_01108	gene	1053	phoE			
KHAGGBBM_01108	CDS	1053	phoE		COG3203	Outer membrane porin PhoE
KHAGGBBM_01109	gene	462				
KHAGGBBM_01109	CDS	462				hypothetical protein
KHAGGBBM_01110	gene	870				
KHAGGBBM_01110	CDS	870				hypothetical protein
KHAGGBBM_01111	gene	666				
KHAGGBBM_01111	CDS	666		3.1.3.-	COG0560	putative phosphatase
KHAGGBBM_01112	gene	885				
KHAGGBBM_01112	CDS	885				hypothetical protein
